,genus,species,min_max_size,dispersal_unit,class_1,class_2,polarity,P/E,2D_shape,3D_shape,aperture_type,aperture_features_1,aperture_features_2,aperture_features_3,viscin,ubisch,a_prefix_1,a_prefix_2,a_prefix_3,ornamentation_1,ornamentation_2,ornamentation_3,ornamentation_4,ornamentation_5,ornamentation_6,ornamentation_7,phyla,family,order
Polemonium pauciflorum,Polemonium,pauciflorum,"51,100",monad,porate,-,isopolar,-,circular,spheroidal,porus,, pantoaperturate,-,viscin threads,-,panto,panto,-,striatoreticulate,-,-,-,-,-,-,Angiospermae,Ericales,Polemoniaceae
Polycarpon tetraphyllum,Polycarpon,tetraphyllum,"10,25",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,ubisch bodies,tri,-,-,perforate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Caryophyllaceae
Polycnemum majus,Polycnemum,majus,"21,25",monad,porate,-,isopolar,isodiametric,circular,spheroidal,porus,,-,-,viscin threads,-,panto,panto,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Caryophyllales,Amaranthaceae
Polygala amara,Polygala,amara,"36,50",monad,,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,panto,stephano,-,psilate,-,-,-,-,-,-,Angiospermae,Fabales,Polygalaceae
Polygala amarella,Polygala,amarella,"26,30",monad,,-,isopolar,oblate,circular,-,colporus,-,-,-,viscin threads,-,panto,stephano,-,psilate,-,-,-,-,-,-,Angiospermae,Fabales,Polygalaceae
Polygala chamaebuxus,Polygala,chamaebuxus,"51,100",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,panto,stephano,-,psilate,-,-,-,-,-,-,Angiospermae,Fabales,Polygalaceae
Polygala grandiflora,Polygala,grandiflora,"26,50",monad,,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,panto,stephano,-,psilate,-,-,-,-,-,-,Angiospermae,Fabales,Polygalaceae
Polygala major,Polygala,major,"26,50",monad,,-,isopolar,oblate,circular,-,colporus,-,-,-,viscin threads,-,panto,stephano,-,psilate,reticulate,-,-,-,-,-,Angiospermae,Fabales,Polygalaceae
Polygala myrtifolia,Polygala,myrtifolia,"51,100",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,panto,stephano,-,psilate,-,-,-,-,-,-,Angiospermae,Fabales,Polygalaceae
Polygala nicaeensis,Polygala,nicaeensis,"36,50",monad,,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,panto,stephano,-,psilate,foveolate,-,-,-,-,-,Angiospermae,Fabales,Polygalaceae
Polygala vulgaris,Polygala,vulgaris,"36,50",monad,,-,isopolar,oblate,circular,-,colporus,-,-,-,viscin threads,-,panto,stephano,-,psilate,foveolate,-,-,-,-,-,Angiospermae,Fabales,Polygalaceae
Polygonatum latifolium,Polygonatum,latifolium,"31,50",monad,sulcate,-,heteropolar,-,circular,spheroidal,sulcus,,-,-,viscin threads,ubisch bodies,-,-,-,scabrate,reticulate,perforate,-,-,-,-,Angiospermae,Asparagales,Asparagaceae
Polygonatum multiflorum,Polygonatum,multiflorum,"31,50",monad,sulcate,-,heteropolar,-,elliptic,-,sulcus,-,-,-,viscin threads,-,-,-,-,scabrate,reticulate,-,-,-,-,-,Angiospermae,Asparagales,Asparagaceae
Polygonatum odoratum,Polygonatum,odoratum,"31,50",monad,sulcate,-,heteropolar,-,circular,spheroidal,sulcus,-,-,-,viscin threads,ubisch bodies,-,-,-,scabrate,reticulate,perforate,-,-,-,-,Angiospermae,Asparagales,Asparagaceae
Polygonatum verticillatum,Polygonatum,verticillatum,"36,50",monad,sulcate,-,heteropolar,-,elliptic,spheroidal,sulcus,-,-,-,viscin threads,-,-,-,-,scabrate,reticulate,-,-,-,-,-,Angiospermae,Asparagales,Asparagaceae
Polygonum aviculare,Polygonum,aviculare,"26,50",monad,colporate,-,isopolar,prolate,circular,-,colporus,-,-,-,viscin threads,ubisch bodies,tri,-,-,perforate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Polygonaceae
Polygonum bistorta,Polygonum,bistorta,"36,50",monad,colporate,-,isopolar,isodiametric,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Polygonaceae
Polygonum divaricatum,Polygonum,divaricatum,"26,50",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,,-,-,viscin threads,-,tri,-,-,perforate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Polygonaceae
Polygonum persicaria,Polygonum,persicaria,"36,50",monad,porate,-,-,-,circular,spheroidal,porus,-,-,-,viscin threads,-,panto,panto,-,reticulate,-,-,-,-,-,-,Angiospermae,Caryophyllales,Polygonaceae
Polypleurum munnarense,Polypleurum,munnarense,"26,50",dyad,dyad,-,heteropolar,oblate,circular,-,poroid,,-,-,viscin threads,ubisch bodies,tetra,-,-,perforate,-,-,-,-,-,-,Angiospermae,Malpighiales,Podostemaceae
Polypleurum stylosum,Polypleurum,stylosum,"26,50",dyad,dyad,-,heteropolar,oblate,circular,-,poroid,-,-,-,viscin threads,ubisch bodies,penta,-,-,-,-,-,-,-,-,-,Angiospermae,Malpighiales,Podostemaceae
Polyscias filicifolia,Polyscias,filicifolia,"10,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,-,-,-,-,-,-,-,Angiospermae,Apiales,Araliaceae
Poncirus trifoliata,Poncirus,trifoliata,"21,30",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,-,-,-,reticulate,free standing columellae,-,-,-,-,-,Angiospermae,Sapindales,Rutaceae
Pontederia cordata,Pontederia,cordata,"51,100",monad,sulcate,-,heteropolar,oblate,elliptic,-,sulcus,-,-,-,viscin threads,-,di,-,-,fossulate,perforate,-,-,-,-,-,Angiospermae,Commelinales,Pontederiaceae
Populus alba,Populus,alba,"26,50",monad,inaperturate,-,isopolar,-,circular,spheroidal,inaperturate,-,-,-,viscin threads,ubisch bodies,in,-,-,scabrate,-,-,-,-,-,-,Angiospermae,Malpighiales,Salicaceae
Populus canescens,Populus,canescens,"26,50",monad,inaperturate,-,-,-,circular,spheroidal,inaperturate,-,-,-,viscin threads,-,in,-,-,-,-,-,-,-,-,-,Angiospermae,Malpighiales,Salicaceae
Populus nigra,Populus,nigra,"26,30",monad,inaperturate,-,isopolar,-,circular,spheroidal,inaperturate,-,-,-,viscin threads,ubisch bodies,in,-,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Malpighiales,Salicaceae
Populus tremula,Populus,tremula,"26,35",monad,inaperturate,-,isopolar,-,circular,spheroidal,inaperturate,-,-,-,viscin threads,ubisch bodies,in,-,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Malpighiales,Salicaceae
Portea alatisepala,Portea,alatisepala,"51,100",monad,porate,-,-,-,circular,spheroidal,porus,-,-,-,viscin threads,-,panto,panto,-,reticulate,-,-,-,-,-,-,Angiospermae,Poales,Bromeliaceae
Portea fosteriana,Portea,fosteriana,"26,50",monad,porate,-,-,-,circular,spheroidal,porus,-,-,-,viscin threads,-,panto,panto,-,reticulate,-,-,-,-,-,-,Angiospermae,Poales,Bromeliaceae
Portea grandiflora,Portea,grandiflora,"51,100",monad,porate,-,-,-,circular,spheroidal,porus,-,-,-,viscin threads,ubisch bodies,panto,panto,-,reticulate,-,-,-,-,-,-,Angiospermae,Poales,Bromeliaceae
Portea kermesina,Portea,kermesina,"51,100",monad,porate,-,-,-,circular,spheroidal,porus,-,-,-,viscin threads,-,panto,panto,-,reticulate,-,-,-,-,-,-,Angiospermae,Poales,Bromeliaceae
Portea petropolitana,Portea,petropolitana,"51,100",monad,porate,-,-,-,circular,spheroidal,porus,-,-,-,viscin threads,-,panto,panto,-,reticulate,free standing columellae,-,-,-,-,-,Angiospermae,Poales,Bromeliaceae
Portea silveirae,Portea,silveirae,"26,50",monad,porate,-,-,-,circular,spheroidal,porus,-,-,-,viscin threads,-,panto,panto,-,reticulate,-,-,-,-,-,-,Angiospermae,Poales,Bromeliaceae
Portenschlagiella ramosissima,Portenschlagiella,ramosissima,"26,50",monad,colporate,-,isopolar,prolate,circular,-,colporus,-,-,-,viscin threads,ubisch bodies,tri,-,-,rugulate,perforate,-,-,-,-,-,Angiospermae,Apiales,Apiaceae
Portulaca grandiflora,Portulaca,grandiflora,"51,100",monad,colpate,-,-,-,circular,spheroidal,colpus,-,-,-,viscin threads,-,panto,panto,-,echinate,perforate,-,-,-,-,-,Angiospermae,Caryophyllales,Portulacaceae
Portulaca lutea,Portulaca,lutea,"51,100",monad,porate,-,isopolar,isodiametric,circular,spheroidal,porus,, pantoaperturate,-,viscin threads,-,panto,panto,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Caryophyllales,Portulacaceae
Portulaca pilosa,Portulaca,pilosa,"51,100",monad,colpate,-,-,-,circular,spheroidal,colpus,-,-,-,viscin threads,-,panto,panto,-,echinate,perforate,-,-,-,-,-,Angiospermae,Caryophyllales,Portulacaceae
Posoqueria latifolia,Posoqueria,latifolia,"51,100",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,free standing columellae,-,-,-,-,-,Angiospermae,Gentianales,Rubiaceae
Potamogeton lucens,Potamogeton,lucens,"26,50",monad,inaperturate,-,isopolar,-,circular,spheroidal,inaperturate,-,-,-,viscin threads,-,in,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Alismatales,Potamogetonaceae
Potamogeton natans,Potamogeton,natans,"26,50",monad,inaperturate,-,isopolar,-,circular,spheroidal,inaperturate,-,-,-,viscin threads,-,in,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Alismatales,Potamogetonaceae
Potamogeton perfoliatus,Potamogeton,perfoliatus,"26,50",monad,inaperturate,-,isopolar,-,circular,spheroidal,inaperturate,-,-,-,viscin threads,-,in,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Alismatales,Potamogetonaceae
Potentilla alba,Potentilla,alba,"16,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla alchemilloides,Potentilla,alchemilloides,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla ambigua,Potentilla,ambigua,"26,35",monad,colporate,-,isopolar,-,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,-,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla anserina,Potentilla,anserina,"16,30",monad,colporate,-,isopolar,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla arenaria,Potentilla,arenaria,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla argentea,Potentilla,argentea,"16,25",monad,colporate,-,isopolar,oblate,circular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla aurea,Potentilla,aurea,"16,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla brauneana,Potentilla,brauneana,"26,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla clusiana,Potentilla,clusiana,"21,30",monad,colporate,-,isopolar,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla collina,Potentilla,collina,"21,30",monad,colporate,-,isopolar,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,-,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla crantzii,Potentilla,crantzii,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla erecta,Potentilla,erecta,"16,25",monad,colporate,-,isopolar,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla grandiflora,Potentilla,grandiflora,"16,25",monad,colporate,-,isopolar,oblate,triangular,-,colpus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla incana,Potentilla,incana,"16,25",monad,colporate,-,-,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,-,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla inclinata,Potentilla,inclinata,"26,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla micrantha,Potentilla,micrantha,"16,20",monad,-,-,isopolar,-,circular,spheroidal,colporus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla neumanniana,Potentilla,neumanniana,"21,30",monad,colporate,-,isopolar,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla nitida,Potentilla,nitida,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,pontoperculum,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla nivalis,Potentilla,nivalis,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla palustris,Potentilla,palustris,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla recta,Potentilla,recta,"16,30",monad,colporate,-,isopolar,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla reptans,Potentilla,reptans,"16,25",monad,colporate,-,isopolar,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla sterilis,Potentilla,sterilis,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla supina,Potentilla,supina,"16,30",monad,colporate,-,isopolar,oblate,triangular,-,colporus,operculum,-,-,viscin threads,-,tri,-,-,striate,-,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Potentilla verna,Potentilla,verna,"16,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,operculum,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prasium majus,Prasium,majus,"21,30",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,-,-,-,viscin threads,-,tri,-,-,scabrate,verrucate,gemmate,-,-,-,-,Angiospermae,Lamiales,Lamiaceae
Prenanthes purpurea,Prenanthes,purpurea,"26,30",monad,lophate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,lophate,echinate,lophate,echinate,-,-,-,Angiospermae,Asterales,Asteraceae
Preslianthus pittieri,Preslianthus,pittieri,"10,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Brassicales,Capparaceae
Primula auricula,Primula,auricula,"11,20",monad,colporate,-,isopolar,isodiametric,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,psilate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula auriculata,Primula,auriculata,"10,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,-,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula clusiana,Primula,clusiana,"11,15",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,psilate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula denticulata,Primula,denticulata,"11,20",monad,,-,isopolar,oblate,angular,-,colporus,-,-,-,viscin threads,-,,syn,-,reticulate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula elatior,Primula,elatior,"11,20",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,-,-,-,viscin threads,-,panto,stephano,-,scabrate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula farinosa,Primula,farinosa,"11,15",monad,colpate,-,isopolar,oblate,circular,-,colpus,-,-,-,viscin threads,-,,syn,-,psilate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula glutinosa,Primula,glutinosa,"10,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,reticulate,heterobrochate,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula latifolia,Primula,latifolia,"10,25",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,-,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula magellanica,Primula,magellanica,"11,20",monad,colpate,-,heteropolar,-,irregular,irregular,colpus,-,-,-,viscin threads,-,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula matthioli,Primula,matthioli,"11,15",monad,colporate,synaperturate,isopolar,isodiametric,circular,spheroidal,spiral aperture(s),-,-,-,viscin threads,-,tri,syn,-,psilate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula meadia,Primula,meadia,"10,25",monad,,-,isopolar,-,circular,spheroidal,colpus,-,-,-,viscin threads,ubisch bodies,,syn,-,perforate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula minima,Primula,minima,"11,20",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,,-,-,viscin threads,-,tri,-,-,scabrate,verrucate,gemmate,perforate,-,-,-,Angiospermae,Ericales,Primulaceae
Primula veris,Primula,veris,"21,30",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,-,-,-,viscin threads,-,panto,stephano,-,reticulate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula vialii,Primula,vialii,"10,25",monad,,-,isopolar,oblate,circular,-,colpus,-,-,-,viscin threads,-,,-,-,perforate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Primula vulgaris,Primula,vulgaris,"11,20",monad,colpate,-,isopolar,-,circular,spheroidal,colpus,-,-,-,viscin threads,-,panto,stephano,-,reticulate,-,-,-,-,-,-,Angiospermae,Ericales,Primulaceae
Proboscidea fragrans,Proboscidea,fragrans,"51,100",monad,inaperturate,-,-,-,circular,spheroidal,inaperturate,-,-,-,viscin threads,-,in,-,-,free standing columellae,reticulate,-,-,-,-,-,Angiospermae,Lamiales,Martyniaceae
Prosopis juliflora,Prosopis,juliflora,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,ubisch bodies,tri,-,-,psilate,perforate,-,-,-,-,-,Angiospermae,Fabales,Fabaceae
Prospero elisae,Prospero,elisae,"31,50",monad,sulcate,-,heteropolar,oblate,elliptic,-,sulcus,-,-,-,viscin threads,-,-,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Asparagales,Hyacinthaceae
Prunella grandiflora,Prunella,grandiflora,"31,50",monad,colpate,-,isopolar,oblate,elliptic,-,colpus,-,-,-,viscin threads,-,hexa,stephano,-,reticulate,bireticulate,-,-,-,-,-,Angiospermae,Lamiales,Lamiaceae
Prunella laciniata,Prunella,laciniata,"36,50",monad,colpate,-,isopolar,oblate,elliptic,-,colpus,,-,-,viscin threads,-,hexa,stephano,-,reticulate,-,-,-,-,-,-,Angiospermae,Lamiales,Lamiaceae
Prunella vulgaris,Prunella,vulgaris,"26,40",monad,colpate,-,isopolar,oblate,elliptic,-,colpus,-,-,-,viscin threads,-,hexa,stephano,-,reticulate,bireticulate,-,-,-,-,-,Angiospermae,Lamiales,Lamiaceae
Prunus armeniaca,Prunus,armeniaca,"31,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus avium,Prunus,avium,"31,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus cerasifera,Prunus,cerasifera,"26,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus domestica,Prunus,domestica,"31,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus dulcis,Prunus,dulcis,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus fruticosa,Prunus,fruticosa,"26,35",monad,colporate,-,isopolar,oblate,circular,-,colporus,-,-,-,viscin threads,-,tri,-,-,striate,-,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus laurocerasus,Prunus,laurocerasus,"26,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,rugulate,perforate,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus lusitanica,Prunus,lusitanica,"26,40",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus mahaleb,Prunus,mahaleb,"21,35",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus padus,Prunus,padus,"21,30",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus persica,Prunus,persica,"31,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus serrulata,Prunus,serrulata,"26,50",monad,colporate,-,isopolar,oblate,circular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus spinosa,Prunus,spinosa,"26,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,rugulate,striate,perforate,-,-,-,-,Angiospermae,Rosales,Rosaceae
Prunus tenella,Prunus,tenella,"26,50",monad,colporate,-,isopolar,oblate,triangular,-,colporus,-,-,-,viscin threads,-,tri,-,-,striate,perforate,-,-,-,-,-,Angiospermae,Rosales,Rosaceae
Psephellus bellus,Psephellus,bellus,"26,50",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,-,-,-,viscin threads,-,tri,-,-,perforate,-,-,-,-,-,-,Angiospermae,Asterales,Asteraceae
Pseudananas sagenarius,Pseudananas,sagenarius,"26,50",monad,porate,-,isopolar,oblate,elliptic,-,porus,-,-,-,viscin threads,-,-,-,-,reticulate,foveolate,-,-,-,-,-,Angiospermae,Poales,Bromeliaceae
Pseuderanthemum alatum,Pseuderanthemum,alatum,"51,100",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,heteroaperturate, pseudocolpus,-,viscin threads,ubisch bodies,tri,-,-,reticulate,-,-,-,-,-,-,Angiospermae,Lamiales,Acanthaceae
Pseuderanthemum crenulatum,Pseuderanthemum,crenulatum,"51,100",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,,-,-,viscin threads,ubisch bodies,tri,-,-,reticulate,free standing columellae,-,-,-,-,-,Angiospermae,Lamiales,Acanthaceae
Pseuderanthemum graciliflorum,Pseuderanthemum,graciliflorum,"51,100",monad,colporate,-,isopolar,-,circular,spheroidal,colporus,,-,-,viscin threads,ubisch bodies,tri,-,-,reticulate,free standing columellae,-,-,-,-,-,Angiospermae,Lamiales,Acanthaceae
